Branch,Division,Group,Item,Qty,Total Amount
Stories Mansourieh,COLD BAR SECTION,REPLACE,REPLACE COCONUT LARGE,201,22324.32
Stories Mansourieh,COLD BAR SECTION,REPLACE,REPLACE LACTOSE FREE LARGE,257,0
Stories Mansourieh,COLD BAR SECTION,REPLACE,REPLACE SKIMMED MILK LARGE,383,0
Stories Mansourieh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE ALMOND LARGE,18,2747.75
Stories Mansourieh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE OAT LARGE,38,5705.71
Stories Mansourieh,COLD BAR SECTION,REPLACE,REPLACE SUGAR FREE SOYA LARGE,18,2792.79
Stories Mansourieh,COLD BAR SECTION,REPLACE,ADD FULL FAT MILK,39,0
Stories Mansourieh,COLD BAR SECTION,REPLACE,ADD SKIMMED MILK,58,0
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,WATER,18035,758324.29
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,ORANGE JUICE,725.5,122024.02
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,LEMON JUICE,291,49009.01
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,MAWARDI JUICE,171,28756.76
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,APPLE JUICE,36,6054.05
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,POMEGRANATE JUICE,157,26438.44
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO CLEMENTINE 330ML/24,435,73297.3
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO GLASS 250ML/24,226,31384.38
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,SAN BENEDETTO LEMON 330ML/24,330,55549.55
Stories Mansourieh,GRAB&GO BEVERAGES,SOFT DRINKS,RIM SPARKLING WATER-250 ML,1032,74441.44
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,425,85138.14
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,ORANGE CAKE,303,82000
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,RED VELVET CAKE,348,105285.29
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,BROWNIES CAKE,695,105600.6
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,LAZY CAKE,785,260135.14
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,208,81513.51
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,125,48954.96
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,LOTUS CHEESE CAKE,193,75657.66
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE MUFFIN,19,3423.42
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,CARROT CAKE,229,62756.76
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,VANILLA MUFFIN,75,13621.62
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,BLUEBERRY MUFFIN,302,60696.7
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,APRICOT SABLE,187,44997
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,CHOCOLATE SABLE,271,65393.39
Stories Mansourieh,COFFEE PASTRY,COFFEE PASTRY,RED VELVET MUFFIN_,19,3765.77
Stories Mansourieh,CROISSANT,CROISSANT,CHEESE CROISSANT,898,191228.23
Stories Mansourieh,CROISSANT,CROISSANT,THYME CROISSANT,539,97765.77
Stories Mansourieh,CROISSANT,CROISSANT,PLAIN CROISSANT,199,36216.22
Stories Mansourieh,CROISSANT,CROISSANT,CHOCOLATE CROISSANT,898,192027.03
Stories Mansourieh,CROISSANT,CROISSANT,ALMOND CROISSANT,138,30666.67
Stories Mansourieh,COOKIES,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,372,112222.22
Stories Mansourieh,COOKIES,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,127,38678.68
Stories Mansourieh,COOKIES,COOKIES,GINGERBREAD COOKIES,3,900.9
Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,FONDANT AU CHOCOLAT,500,181081.08
Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR ORIGINAL,204,55270.27
Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CHOCOLAT,233,63243.24
Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS ORIGINAL ECLAIR,51,14666.67
Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR CARAMEL,177,47945.95
Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,MACARONS,153,41567.57
Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,CHOCOLATE SALTED CAKE,260,86282.28
Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,ECLAIR COFFEE,34,9189.19
Stories Mansourieh,FRENCH PASTRY,FRENCH PASTRY,CHRISTMAS PISTACHIO ECLAIR,7,2522.52
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,GUMMY BEARS COMBO,2385,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,GRANOLLA COMBO,2723,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,WAFER ROLL COMBO,2586,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,MARSHMALLOW COMBO,4001,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,BROWNIES COMBO,3852,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,LOTUS BISCUIT COMBO,3444,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,CHOCOLATE CHIPS COMBO,4005,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,OREO COMBO,3713,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,SPRINKLES COMBO,1590,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,MIXED NUTS COMBO,1395.5,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,OATS COMBO,269,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,STRAWBERRY COMBO,12471.5,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,PINEAPPLE COMBO,4889,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,MANGO COMBO,7633,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,HONEY COMBO,264,0
Stories Mansourieh,FROZEN YOGHURT,COMBO TOPPINGS,BLUEBERRIES COMBO,9924,0
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,GRANOLLA,91,5717.72
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,WAFER ROLL,67,4252.25
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,MARSHMALLOW,168,10288.29
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,BROWNIES,43,2618.62
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,LOTUS BISCUITS,99,6084.08
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,OREO,144,8840.84
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,SPRINKLES,49,3081.08
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,OATS,11,690.69
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,CHOCOLATE CHIPS,186,13837.84
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,MIXED NUTS,73,4450.45
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,GUMMY BEARS,36,2168.17
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,STRAWBERRY,376,27909.91
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,PINEAPPLE,229,14688.29
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,MANGO,241,17972.97
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,HONEY,237,17081.08
Stories Mansourieh,FROZEN YOGHURT,TOPPINGS,BLUEBERRIES,314,23477.48
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,PISTACHIO CRUNCH,979,102132.13
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA CRUNCH,305,31741.74
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE CRUNCH,1040,108684.68
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,VARIEGATO WAFER,1,99.1
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,CHOCOLATE QUELLA,829,84798.8
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,QUELLA PISTACCIO,3,330.33
Stories Mansourieh,FROZEN YOGHURT,LUXURY TOPPINGS,NUTELLA,1,90.09
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT SMALL,189.7,60510.51
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT MEDIUM,41,14105.11
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT X-LARGE,8.5,4121.62
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO SMALL,3560.8,1266634.84
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO MEDIUM,1201.5,477506.01
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO X-LARGE,119,63481.98
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT SMALL,73.6,22522.52
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT MEDIUM,27,9117.12
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT X-LARGE,4.5,2072.07
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO SMALL,2353,835699.7
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO MEDIUM,950.5,378737.24
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO X-LARGE,62.5,32978.98
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO MEDIUM,0.5,195.2
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT SMALL,68,21336.34
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO SMALL,2157,764417.42
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT MEDIUM,22,7564.56
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO MEDIUM,1066,422382.88
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT X-LARGE,3,1441.44
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,MANGO YOGHURT COMBO X-LARGE,142.5,74815.32
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT SMALL,48,14849.85
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT MEDIUM,9.5,3303.3
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT X-LARGE,1,450.45
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO SMALL,1697.1,571885.89
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO MEDIUM,816.1,321154.66
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS YOGHURT COMBO X-LARGE,72,37267.27
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,42,12687.69
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,809,287636.64
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,311.5,124163.66
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT MEDIUM,8.5,2906.91
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT X-LARGE,1,450.45
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,25.5,13324.32
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP MANGO,163,0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP CHOCOLATE,149,0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP POMEGRANATE,128,0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,188,0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,163,0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT SMALL,31.5,9804.8
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,1773.6,626666.07
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT MEDIUM,14.5,5087.09
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,904.5,357734.23
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT X-LARGE,3,1396.4
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,109.5,56590.09
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP BLUEBERRY,151,0
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO MEDIUM,9.5,3747.75
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO SMALL,18.5,5918.92
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,LOTUS SPREAD YOGHURT COMBO X-LARGE,1.5,816.82
Stories Mansourieh,FROZEN YOGHURT,FROZEN YOGHURT,TASTING CUP LOTUS SPREAD,3,0
Stories Mansourieh,SALADS BAR,SALADS BAR,SALAD BAR 1 VISIT,704,507387.39
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,TUNA SUB,229,77033.03
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,VEGGIE SUB,1611,4606.61
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,TURKEY & CHEESE SUB,928,336588.59
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,CHICKEN TERIAKI SUB,314,104252.25
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN TERIAKI SUB,337,122018.02
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN TUNA SUB,348,126990.99
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN TURKEY & CHEESE SUB,1071,416120.12
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN VEGGIE SUB,14,4984.98
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,PESTO HALLOUMI SUB,284,79135.14
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,LABNEH SUB,407,46414.41
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN LABNEH SUB,262,71918.92
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN PESTO HALLOUMI SUB,548,176426.43
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN CHICKEN CAESAR SANDWICH,317,143648.65
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,CHICKEN CAESAR SANDWICH,298,126504.5
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,PULLED BEEF CHIMICHURRI SANDWICH,4,1681.68
Stories Mansourieh,SANDWICHES,SUB SANDWICHES,BROWN PULLED BEEF CHIMICHURRI SANDWICH,36,16216.22
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,CLASSIC CINNAMON ROLL LARGE,2797,791339.35
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,CHOCOLATE ROLL LARGE,675,217513.51
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,EXTRA CREAM CHEESE FROSTING MIX,9,270.27
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,RED CINNAMON ROLL,60,19819.82
Stories Mansourieh,CINNAMON ROLLS,CINNAMONS,LOTUS ROLL,202,73081.08
Stories Mansourieh,NOT USED,NOT USED,CHOCOLATE PLUS,4,420.42
Stories Mansourieh,NOT USED,NOT USED,CHICKEN BREAST SUB,1,330.33
Stories Mansourieh,NOT USED,NOT USED,BROWN CHICKEN BREAST SUB,2,720.72
Stories Mansourieh,NOT USED,NOT USED,ROCCA SALAD (GRAB&GO),34,14294.29
Stories Mansourieh,NOT USED,NOT USED,NY STYLE COOKIE -PISTACHIO,10,3003
Stories Mansourieh,NOT USED,NOT USED,BROWN FILET STEAK SANDWICH,21,9459.46
Stories Mansourieh,NOT USED,NOT USED,FILET STEAK SANDWICH,15,6306.31
Stories Mansourieh,NOT USED,NOT USED,GRILLED VEGGIE SUB,4,1261.26
Stories Mansourieh,NOT USED,NOT USED,BROWN GRILLED VEGGIE SUB,2,900.9
Stories Mansourieh,NOT USED,NOT USED,LEBANESE SALAD (GRAB&GO),2,840.84
Stories Mansourieh,NOT USED,NOT USED,ADD STEAK,13,1561.56
Stories Mansourieh,NOT USED,NOT USED,GRANELLA DI BISCOTTO COMBO,3,0
Stories Mansourieh,NOT USED,NOT USED,BROWN STEAK SANDWICH,1,510.51
Stories Mansourieh,NOT USED,NOT USED,STEAK SANDWICH,4,1921.92
Stories Mansourieh,NOT USED,NOT USED,TASTING CUP ACAI,9,0
Stories Mansourieh,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT COMBO MEDIUM,2.5,1276.28
Stories Mansourieh,NOT USED,NOT USED,ORIGINAL SUGAR FREE YOGHURT COMBO SMALL,26.5,11936.94
Stories Mansourieh,NOT USED,NOT USED,GRANOLA BAR CHOCOLATE,61,5495.5
Stories Mansourieh,NOT USED,NOT USED,GRANOLA BAR VANILLA,52,4684.68
Stories Mansourieh,SUBS,ADD ONS,ADD SMOKED TURKEY,208,21249.25
Stories Mansourieh,SUBS,ADD ONS,ADD CHEDDAR CHEESE,21,1261.26
Stories Mansourieh,SUBS,ADD ONS,ADD TUNA,35,4906.91
Stories Mansourieh,SUBS,ADD ONS,ADD CHICKEN,105,14816.82
Stories Mansourieh,SUBS,ADD ONS,ADD HALLOUM CHEESE,23,2072.07
Stories Mansourieh,SUBS,ADD ONS,ADD PULLED BEEF,10,1501.5
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,AMERICANO COMBO,6,0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,LATTE COMBO,8,0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,SALTED CARAMEL LATTE COMBO,1,0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,MOCHA COMBO,1,0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,WHITE MOCHA COMBO,6,0
Stories Mansourieh,POP UP BEVERAGE,POP UP BEVERAGE,CARAMEL MACHIATO COMBO,2,0
Stories Mansourieh,OFFER,OFFER,CINNAMON ROLL+DRINK,11,4294.29
Stories Mansourieh,OFFER,OFFER,CHOCOLATE ROLL+DRINK,4,1561.56
Stories Mansourieh,OFFER,OFFER,PESTO HALLOUMI SUB+DRINK,4,1561.56
Stories Mansourieh,OFFER,OFFER,TURKEY & CHEESE SUB+DRINK,4,1921.92
Stories Mansourieh,OFFER,OFFER,BROWN TURKEY & CHEESE SUB+DRINK,1,510.51
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,FREEZE DROPS STRAWBERRY,260,51678.68
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,MEDIUM CHIPS,342,20606.61
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,MATCHA CUP,28,5885.89
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,VANILLA  ASH,59,12402.4
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,BEETROOT CUP,31,6516.52
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,CHOCOLATE SP/MO,63,13243.24
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,HONEY PEANUT ST BITES,65,10540.54
Stories Mansourieh,GRAB&GO FOOD,PACKAGED FOOD,SPECIALITY COFFEE ST BITES,72,11675.68
Stories Mansourieh,GRAB&GO FOOD,SALADS,GREEK SALAD (GRAB&GO),5,2102.1
Stories Mansourieh,GRAB&GO FOOD,SALADS,QUINOA SALAD (GRAB&GO),77,35657.66
Stories Mansourieh,GRAB&GO FOOD,SALADS,TUNA PASTA SALAD (GRAB&GO),130,60120.12
Stories Mansourieh,GRAB&GO FOOD,SALADS,ASIAN SALAD (GRAB&GO),69,29051.05
Stories Mansourieh,GRAB&GO FOOD,SALADS,CAESER SALAD (GRAB&GO),26,10930.93
Stories Mansourieh,GRAB&GO FOOD,SALADS,CHICKEN CAESER SALAD (GRAB&GO),37,17111.11
Stories Mansourieh,GRAB&GO FOOD,FRUITS,PINEAPPLE CUP,40,14174.17
Stories Mansourieh,GRAB&GO FOOD,FRUITS,BOUMALI CUP,30,5405.41
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,TIRAMISU CUP,158,59309.31
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR CHOCOLATE CRUNCH,6,1405.41
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR PRO VANILLE,10,2822.82
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR PRO COOKIES CREAM,12,3387.39
Stories Mansourieh,GRAB&GO FOOD,PACKAGED DESSERT,MAK BAR WHITE ALMOND CRUNCH,10,2342.34
Stories Mansourieh,DONUTS,DONUTS,PISTACHIO CREAM DOUGHNUTS,1,180.18
Stories Mansourieh,DONUTS,DONUTS,STRAWBERRY DOUGHNUTS,1,180.18
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,ESPRESSO,688,106738.74
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,DOUBLE ESPRESSO,760,143675.68
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,AMERICANO SMALL,532,100684.69
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,AMERICANO MEDIUM,364,79147.15
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,AMERICANO LARGE,65,15615.62
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE SMALL,950.5,161594.59
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE MEDIUM,561,114900.9
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,BLACK COFFEE LARGE,120,28120.12
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,SINGLE ESPRESSO MACC,41,6156.16
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,DOUBLE ESPRESSO MAC,23,4144.14
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,TRIPLE ESPRESSO,145,3153.15
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,SINGLE LONGO,76,12822.82
Stories sin el fil,HOT BAR SECTION,BLACK COFFEE,DOUBLE LONGO,56,10090.09
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE SMALL,935,179369.37
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE MEDIUM,1312,299435.43
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO SMALL,448,88396.4
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO MEDIUM,480,109549.55
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA SMALL,154,34462.46
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA MEDIUM,215,56816.82
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA SMALL,591,59567.57
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA MEDIUM,402,106234.24
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACHIATO SMALL,154,33093.09
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACHIATO MEDIUM,195,51531.53
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE SMALL,301,59339.34
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,SIGNATURE HOT CHOCOLATE MEDIUM,281,74258.26
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK SMALL,5,660.66
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,STEAMED MILK MEDIUM,7,1177.18
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,LATTE LARGE,140,36997
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MOCHA  LARGE,14,4120.12
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CAPPUCCINO LARGE,38,10042.04
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,WHITE MOCHA LARGE,45,13243.24
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CARAMEL MACCHIATO LARGE,18,5297.3
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE SMALL,83,11891.89
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE MEDIUM,113,25789.79
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,MATCHA LATTE LARGE,5,1321.32
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,FLAT WHITE,396,60054.05
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT SMALL,76,10954.95
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT MEDIUM,55,14534.53
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT LARGE,6,1945.95
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE MEDIUM,187,50528.53
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,TOFFEE NUT LATTE SMALL,105,22090.09
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC SMALL,108,24420.42
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,CLASSIC HOT CHOC MEDIUM,127,33561.56
Stories sin el fil,HOT BAR SECTION,MIXED HOT BEVERAGE,HOT DOUBLE SHOT TOFFEE NUT SMALL,8,2114.11
